year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,0,25,8.33,3660,2,600,107978
2008,1,33.33,10.42,14000,2,600,108500
2019,0,23.67,8.5,4700,1,409,108866
2008,1,34,12,13000,2,300,109000
2008,1,33,11.67,14500,2,760,109000
2019,0,29,8.5,3950,1,400,109500
2014,1,27,9,4050,2,500,109890
2013,1,34,12.83,12566,1,29,109900
2018,1,23.83,8.5,4450,1,350,109900
2013,1,33,10.42,14000,2,600,109900
1994,1,44,15,32000,2,700,109900
2006,1,30,9.5,8000,2,500,109918
2006,1,34,9.5,9400,2,600,109995
2015,1,23,8.5,5400,1,450,110000
2006,1,28.5,10.5,7500,2,500,110000
2004,1,36,13.17,21800,2,750,110000
2007,1,35,9.92,8600,3,750,110000
1996,1,50,15.33,43100,2,840,110000
2001,1,35,13.5,25000,2,960,110000
2003,1,40,11,15500,2,850,110900
2016,1,25,8.5,5600,1,510,111345
2017,1,25,8.5,5350,1,430,114500
2008,1,38,12.92,18342.44,1,40,115000
2016,1,25,8.5,5600,1,510,115000
2003,1,37,13.17,16975,2,880,115000
2018,0,28,15.92,7270,2,400,115790
2012,1,29.08,9.5,9200,2,500,115900
2008,1,33.33,10.42,14000,2,520,115900
2019,0,24,8.5,4800,1,300,117900
2008,1,31,11.83,16000,2,520,117900
2008,1,35.5,11.5,15400,2,320,118000
2008,1,35.6,11.5,15400,2,640,118000
2004,1,41,13.83,24500,2,850,118944
2000,1,41,13.83,19500,1,50,119000
2015,1,23,8.33,3900,1,300,119000
2016,1,25,8.5,5900,1,450,119000
2010,1,28,9.33,6100,2,600,119000
2008,1,34,12,15500,2,740,119000
2000,1,34,13.25,18100,2,840,119500
2010,1,31,10.42,14000,2,520,119900
2013,1,31,10,10600,2,540,119900
2005,1,37,13,18000,2,840,119900
2005,1,37,13,18000,2,840,119900
2006,1,33,11.58,10000,2,500,120000
1990,1,52,16,55800,2,1100,120999
2019,0,23.33,8.5,5000,1,320,121522
2018,0,23,8.42,5150,1,409,122007
1998,1,45,13.92,23500,2,680,124500
2015,1,33.5,11.5,12400,1,29,124900
2007,1,33,10.75,12000,2,550,124900
2000,1,39,13.92,29500,2,740,124900
2005,1,32,10.42,7400,2,600,124990
2019,0,25,8.42,3593,2,600,124997
2004,1,39,13.92,29500,2,750,124999
2015,1,25,8.5,5900,1,550,125000
2008,1,37.75,12,15550,2,560,125000
1976,1,42,14.83,39400,2,700,125000
2008,1,35,10.75,13470,2,850,125000
2003,1,34,12.25,16000,2,480,126000
2019,0,26.5,8.5,4750,1,300,126935
2019,0,23.33,8.5,5000,1,320,127695
2014,1,29.25,9.58,7584,2,450,127995
2016,0,24.25,8.5,2610,2,400,128175
2019,0,25,8.5,5301,1,300,128522
2017,1,28.5,9,7018,1,350,129000
1997,1,30,10.42,8500,1,370,129000
2009,1,34,10.42,14000,2,600,129000
2019,0,22.33,8.5,4900,1,365,129086
2019,1,20,7.5,4200,1,415,129599
2012,1,31,10,10600,2,440,129777
2016,1,26.17,9,7400,2,300,129900
2005,1,34,13.25,19400,2,500,129900
1991,1,67,16,54000,2,540,129900
1971,1,38,13.58,29000,2,660,129900
2001,1,38,13.5,19500,2,840,129900
2006,1,36,13.58,24250,2,840,129900
2008,1,33,11.5,15400,2,740,129944
2017,1,24,8.5,5500,1,575,129995
2001,1,41.5,13.83,22000,2,750,129995
2018,1,25.17,9.17,4100,2,400,130000
2016,1,24.5,8.5,5300,1,575,130150
2019,0,27.33,9.5,7000,2,400,130715
2008,1,41,13.25,19400,1,40,132000
2019,0,23.33,8.5,5010,1,150,132600
2019,0,22.33,8.5,4900,1,365,133936.4
2018,1,29,9.17,8200,1,350,134900
2016,1,29.42,9.5,9400,2,900,134900
2004,1,25,8.5,8165,1,250,135000
2012,1,35,11.33,13500,2,600,135000
2000,1,45,14.67,29500,2,680,135000
2007,1,35.25,8.5,8500,2,1050,137450
2005,1,29.42,10.42,10000,1,315,137750
2019,0,27,9.5,7000,2,400,138483
2005,1,37.92,10.5,12900,1,225,139000
2013,1,26,10.42,7000,1,375,139000
2002,1,34,10.5,7000,2,600,139000
1977,1,54,16.5,50000,2,900,139000
2005,1,36.42,12,11200,1,28,139500
2009,1,32,10.5,8500,2,700,139873
2011,1,39,12.92,18501,1,40,139900
2019,0,26,9,5600,2,300,139900
1996,1,35,9.92,8000,1,330,139900
2017,1,28.5,9,7018,1,350,139900
2005,1,30,9,6000,2,1500,139900
2014,1,30,9.75,6000,2,600,139995
2011,1,30,10.5,9600,2,600,139999
2006,1,38,14.25,21000,2,810,140000
2007,1,41,11.42,15452,2,620,142900
2014,1,31,10,10600,2,540,144900
1982,1,47,16.08,32000,1,72,145000
2013,1,29,9.42,7350,2,860,145000
2000,1,47.25,9,13400,3,1500,145000
2019,0,27.33,9.5,7000,2,400,145271
2000,1,41,14.5,26500,2,870,145500
2019,0,25.25,8.5,5200,1,365,147128
2017,1,28,9,7018,1,380,147900
2006,1,37.92,10.5,13500,2,850,148000
2002,1,37,10.83,16000,1,56,149000
2005,1,39.42,12.5,7258,2,750,149500
1989,1,42,13.58,37400,2,420,149900
2016,1,30,9.75,6000,2,600,149900
2005,1,41.91,13.42,24717,2,750,149900
1987,1,44,15.17,36000,2,900,149900
1979,1,46.5,16,44900,2,1250,149900
2005,1,40,12.67,18510,2,880,149944
2005,1,41,13.42,24717,2,760,149950
2006,1,37,12,16500,2,760,149999
1998,1,50.08,15,34500,2,1164,149999
2004,1,46,14,26180,1,76,150000
2019,0,27,8.5,5500,1,350,150252
2003,1,47,12.33,20700,2,850,154900
2012,1,35.5,11.5,15400,2,740,155000
2018,0,27,9,4100,2,400,156000
2009,1,40,13.33,22618,2,630,159000
2003,1,42,14,25500,2,860,159000
2005,1,38,10.67,7800,2,1320,159000
2004,1,41.75,14.25,26500,2,740,159900
2003,1,47,12.33,17637,2,850,159900
2003,1,46,14.17,22000,2,960,159900
2003,1,42,14,25500,2,834,159944
2018,0,28.33,9.83,6000,1,350,160090
2017,1,30,9.75,6000,2,600,162500
2006,1,32,13,18000,2,850,164500
2005,1,34,14.17,20000,1,370,165000
1968,1,45,14.58,37000,2,550,165000
1995,1,48,15.08,29900,2,620,165000
2016,1,27,8.5,6950,1,200,166000
2016,1,27,8.5,6950,1,200,166000
2012,1,31.5,9.92,11110,2,600,167500
2019,0,29.17,10.5,9000,2,600,167657
2003,1,46.11,14.17,24277,1,63,169000
2011,1,20,6.67,2400,1,220,169000
2016,1,26.83,9,5200,2,600,169000
2002,1,46,9.5,13500,2,1000,169000
1986,1,50,15.25,54000,2,1100,169000
2018,0,29,9,8950,1,430,169500
2008,1,37,12,16805,2,750,169500
2019,0,27,9,5300,2,400,169875
1986,1,53,15.83,55000,2,930,169900
1987,1,54,17.83,83737,2,1800,169900
2008,1,33,11.58,9200,2,700,169950
2015,1,32,10.33,12650,2,600,169995
2019,0,28.75,8.5,7585,1,300,174810
2017,1,28,9.33,6200,2,600,174900
2001,1,42,14.92,24975,2,900,174900
2007,1,38,10.5,10400,3,825,174944
2004,1,37.83,13.08,21000,1,56,175000
2011,1,35,11.5,15400,2,760,175000
1996,1,50,15,34500,2,960,175000
2019,1,25,8.5,6400,1,550,176900
1992,1,48,15.17,40000,2,970,178000
2019,0,31,8.5,3950,1,400,178500
2006,1,47,14.33,30700,2,760,178999
2019,1,26,8.5,6850,2,400,179000
2007,1,34,12.5,14000,2,600,179000
2005,1,39,14.25,26500,2,740,179000
2003,1,35,13.5,2000,2,1000,179000
2009,1,37,10.5,11000,3,1050,179000
1986,1,45,15.17,36000,2,1200,179000
1989,1,55,16.33,58000,2,1470,179000
1998,1,43.25,12,19842,1,51,179500
2019,0,29,9.83,9200,2,500,179900
2016,1,36,10,7100,3,900,179995
2018,0,27,8.5,6200,1,380,179999
2015,1,29,9.83,8900,2,600,180000
2016,1,31,10,11630,2,500,184500
2004,1,39,14,24900,2,740,185000
2007,1,43.58,14,24900,2,740,185000
2007,1,35,13.25,22000,2,600,189000
2006,1,40,12.08,17800,2,620,189000
1960,1,41,14,21000,2,700,189000
1999,1,48,15.25,40000,2,1320,189000
2018,1,35.42,12,13800,1,29,189300
2004,1,41,13.5,18520,2,960,189850
2017,1,28,9.5,7400,2,600,189900
2017,1,28,9.5,7400,2,600,189900
2015,1,31,10,11600,2,600,189900
2014,1,33.83,10.83,13700,2,600,189900
2014,1,35,10.75,13470,2,720,189900
2005,1,38,14.33,26900,2,850,189900
1989,1,52,16,55800,2,1100,189900
1998,1,48,15.25,40400,2,1320,189900
2009,1,38.83,11.92,13400,2,700,189990
2010,1,35,10.75,13470,2,850,190000
2019,0,29.17,10.5,9000,2,600,194345
2003,1,34,16.83,15000,2,150,195000
2007,1,34.42,9.67,6600,2,600,195000
2017,1,28,9.5,7400,2,600,196612
1988,1,55,16.33,58000,2,1470,197500
2017,1,28,9.33,6200,2,600,197999
2001,1,46,14.92,37000,2,960,198000
2013,1,33,8,7000,1,115,199000
1999,1,37,12.92,22000,1,330,199000
2015,1,27.5,9,5300,2,400,199000
2017,1,30,10.5,8920,2,600,199000
2000,1,45,14.67,29500,2,680,199000
2003,1,44,13.92,33860,2,740,199000
1981,1,70,18.58,109000,2,1300,199000
1988,1,55,16.33,55000,2,1470,199000
2007,1,36,13.67,20000,2,740,199500
2003,1,45,14.67,29500,2,834,199500
2019,0,27,8.5,5850,1,380,199685
1990,1,48,16,28000,2,970,199700
2018,1,26,9.25,5750,2,400,199900
2017,1,34,10.83,12600,2,600,199900
2004,1,37,13.5,25800,2,840,199900
2000,1,53,15.33,46000,2,960,199900
1991,1,58,17.5,72215,2,2160,199900
2018,0,31,10,10600,2,560,199990
2013,1,34,11.67,14500,2,700,2.00E+05
2010,1,32,10.67,10800,2,700,204900
2019,0,24.41,8.42,5500,1,550,206417
2019,0,25.58,8.5,6150,1,450,206550
2013,1,35,10.75,13470,2,760,209000
2019,0,31,10.5,9050,2,600,209019
2006,1,32,11.17,8500,2,600,210000
2014,1,33,8,7000,2,100,217000
2003,1,38,13.17,21000,1,54,219000
2005,1,37,13.83,24030,2,740,219000
2015,1,34.5,10.5,11787,2,860,219000
2008,1,50,18,60000,1,330,219500
2013,1,27.83,9.5,7300,2,450,219900
2015,1,32,10.67,11500,2,700,219900
2007,1,44.6,14,22000,2,840,219900
2000,1,48,15.25,40400,2,1320,220000
2006,1,50,14,23000,2,630,224900
2009,1,36,10,11500,3,900,224900
2014,1,35,11.33,12900,2,600,225000
2018,1,39.17,13.08,15500,1,40,225300
2018,0,31,10.5,9050,2,600,228116
2019,0,29.16,10,9600,2,600,228904
2007,1,40,14.33,29000,2,760,229000
2003,1,46,14.67,28000,2,900,229000
2019,0,26.42,9.25,5750,2,400,230000
2007,1,40,13.17,19300,2,850,230000
1998,1,48,15.25,40400,2,1212,234500
2014,1,33,3.49,10582.2,1,150,235500
1999,1,53,15.33,48500,2,900,239000
2012,1,56,16,30000,2,660,239500
2006,1,44,14,22500,2,740,239995
2007,1,49,14.75,28517,1,76,244000
2014,1,31,10.67,8800,2,600,249000
2008,1,39,13.92,23000,2,740,249000
2014,1,36,12.5,18000,2,860,249000
2011,1,38.92,10.5,11300,3,1050,249000
1988,1,63,18.17,92000,2,1300,249000
2001,1,51,15.5,38500,2,1320,249000
2000,1,51,15.67,38500,2,1320,249000
1978,1,58,15.83,74000,2,1100,249500
2008,1,39,13.92,23000,2,740,249900
2013,1,40,11,17100,2,860,249900
2006,1,41,15.75,32000,2,1160,249900
2005,1,29,9.08,7500,1,440,249990
2012,1,32,10.5,12300,2,750,250000
2017,0,35,11.25,14700,2,760,254276
2017,1,37,10.83,7910,2,700,259000
2017,1,33,9.83,10905,2,700,259000
2007,1,43,13.5,23500,2,740,259000
2002,1,48,12.92,24600,2,960,259000
2003,1,46,14.67,28000,2,892,259900
2009,1,41.5,11,16100,2,1050,259995
2018,0,33,8,6996,2,500,259999
2017,1,29,10,10800,1,260,260000
2010,1,43,13.5,22500,2,800,261000
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2019,0,33.33,9.83,10905,2,700,264900
2008,1,36,14.08,27000,2,1000,265900
2007,1,52,16,32800,1,100,269000
2016,1,33,10.17,9000,2,700,269000
2008,1,39,13.92,25000,2,760,269000
2003,1,45,14.92,39600,2,930,269000
2014,1,34,10.42,11750,2,700,269900
2010,1,44.5,13.58,10645,1,54,269999
2016,1,32,10,9500,2,600,269999
2017,0,31,9.5,9750,2,760,271875
2019,0,29.67,10,8700,2,700,274320
2008,1,59,16,33000,2,630,274900
2013,1,38,12.33,16464,2,600,275000
2016,1,32,9.83,24301.56,2,520,278000
2013,1,38,12.17,16199,2,600,279000
2007,1,44,14,22500,2,1000,280000
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2019,0,33.33,9.83,10905,2,700,284900
2012,1,38,13.42,25000,2,600,285000
2007,1,35,13.5,25000,2,1080,285000
2000,1,51,15.33,49800,1,450,289000
2006,1,47.67,14.33,30700,2,688,289000
1985,1,61,18.17,85000,2,1300,289000
2007,1,50,9,15500,3,3000,289500
2002,1,42,14.42,30800,2,660,289900
2002,1,41,14.83,27500,2,1220,289900
1998,1,54,15.92,39000,2,1280,289900
2017,1,35.25,8.25,9500,2,1040,289995
2017,1,32.25,9.83,7700,1,600,294900
1995,1,48,16.5,39600,2,1320,295000
2016,1,32,10,9500,2,600,298000
2019,0,30,10,8700,2,700,298000
2018,1,38,9,11500,3,1200,298000
2015,1,34,11.5,16500,2,760,299000
2012,1,40,11,16100,2,850,299000
2000,1,48,16,45000,2,1320,299000
2001,1,52,16.33,56000,2,1600,299000
2018,1,29,10.5,5800,2,600,299900
2017,1,34,10.5,10000,3,900,299900
2008,1,40.5,8.5,9300,2,1400,299900
2017,0,36,11.92,17000,2,760,299948
2015,1,38.5,10.5,15100,1,430,299995
2018,1,33,10.33,11750,2,600,299995
2020,0,33.33,9.83,10905,2,700,303795
2020,0,33.33,9.83,10905,2,700,303795
2016,1,34,11.5,15710,2,760,309000
2013,1,39,10,13000,4,1200,309000
2019,0,33,10.33,10400,2,600,314217
2008,1,43,14.75,26800,2,870,315000
2018,1,35,9.83,6600,3,900,315000
2020,0,33.33,9.83,10905,2,700,318795
2014,1,38,12.17,16199,2,600,319000
2019,0,33,10.33,10400,2,600,320377
2017,1,35,11.33,18792,2,760,323536
1987,1,55,17.5,70000,1,900,325000
2000,1,48,16,45000,2,1320,325000
1986,1,62,18.5,74000,2,2200,329000
2014,1,37,12,17500,2,660,329995
2003,1,56,15.33,54167,2,1350,334000
2013,1,40,11,16100,2,800,334900
2017,1,38,11.92,16957,2,740,339000
2003,1,35,12,16000,2,880,339000
2004,1,44,14.5,33150,2,1320,339000
2007,1,45.42,14.25,28500,2,1000,339500
1999,1,56,16,50000,2,1600,339500
2015,0,34,11.92,17000,2,660,349000
2006,1,48,13.17,25573,2,1150,349000
1985,1,72,18.58,126000,2,1680,349000
1988,1,70,18.17,108000,2,1750,349000
2016,1,37.5,11.5,13500,3,900,349999
2019,0,30.5,10.17,8700,2,700,350730
2004,1,56,16,50000,2,2100,364944
2005,1,50,15.25,38500,2,1320,369900
2006,1,53,15.5,35000,2,1420,375000
2018,1,32,10.58,13681,3,750,379000
2016,1,36,10.67,12300,3,900,379000
2015,1,42,11,18100,2,850,379900
2004,1,53.33,15.25,38500,2,1340,385000
2006,1,44,21,19400,2,520,389000
2019,0,34,10.42,9880,2,850,389000
2018,1,39,11,18500,2,500,389999
2015,1,37,13.17,16250,3,900,395000
2004,1,48,16.33,46000,2,1400,395000
2019,0,33,10.33,11750,2,700,397105
2015,1,36,12.5,16000,2,740,399000
2013,1,41,13,22000,2,814,399000
2019,0,34,10.33,11750,2,600,399890
2007,1,45,13.92,32500,2,1150,399904
2017,1,35,10.67,12300,3,900,399990
2016,1,37,13.17,12850,3,900,409900
2014,1,40,12.67,20950,2,740,409950
2016,1,40,13.08,16400,2,660,414999
2007,1,52,15.25,38500,2,1600,419000
2015,1,40,12,19926,2,800,424980
2016,1,40,12.67,20950,2,740,425000
2011,1,45,13.92,32500,2,870,425000
2010,1,45,13.17,27205,2,960,425000
2007,1,50,14.75,34060,2,1430,425000
2020,0,30,12,16500,2,800,428000
1996,1,70,18.25,105600,2,2300,429000
2019,0,34,10,9500,3,1050,429900
2006,1,52,15.25,40015,2,1320,429900
2014,1,41,12.17,18500,2,740,445000
2007,1,52,15.5,36000,2,980,449900
2018,1,34,11.67,14200,3,1050,458093
2006,1,52,15.25,38500,2,1320,459000
2012,1,45,14.42,36602,2,960,469000
2010,1,51,14.67,34250,2,1086,469000
2017,1,48,15.58,27765,1,80,470000
2018,0,36,12.25,13062,2,400,477675
2016,1,40,13.5,28517,2,960,479900
2018,1,40,12.67,22750,2,740,480000
2012,1,42,13.92,32000,2,870,489000
2003,1,61,15.08,57200,2,2100,495000
2015,1,46,14,25300,1,370,499000
2018,1,39,11,18500,2,500,499000
2016,1,46,14,25300,2,740,499000
2012,1,44,14.25,31233,2,860,499000
2010,1,50,14.67,34250,2,1086,499900
2017,1,38,12,23744,2,740,499999
2017,1,40,13.5,31391,2,960,510000
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,11.92,16840,4,1400,513245
2019,0,41,18.67,16840,4,1400,519740
2013,1,45,14.33,31967,2,870,525000
2018,1,40,11,16100,2,800,539000
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2019,0,41,11.92,17540,4,1400,568245
2012,1,47,14,28500,2,960,569000
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2019,0,41,11.92,17540,4,1400,574995
2020,0,41,11.92,16840,4,1400,578590
2014,1,45,14.17,46000,2,960,590000
2016,1,39,11.5,10300,3,1050,594900
2010,1,48,12.08,21000,3,1986,597800
2017,1,42,12,20000,2,600,599000
2019,1,39,11.5,19000,3,1050,599000
2012,1,50,15.58,46300,3,1125,599000
2007,1,47,15.75,52333,2,1150,599000
2008,1,58,16,51500,2,1800,599000
2008,1,72,20.17,160000,2,3100,599000
2013,1,48,14.5,32700,2,870,609000
2015,1,49,14.33,33038,2,870,619900
2019,1,43,13.92,29650,2,800,625000
2020,0,41,11.92,17540,4,1400,626590
2020,0,41,11.92,17540,4,1400,630590
2007,1,58,16,51500,2,1800,689900
2004,1,54,17.25,75000,2,2030,695000
2015,1,50,14.75,30080,2,870,699000
2018,1,43,12,16880,3,1050,699000
2005,1,59,16.5,62861,2,1430,699000
2005,1,59.5,16.5,62861,2,1430,699000
2004,1,74,18.33,114400,2,2600,699000
2013,1,54,15.25,50000,2,1200,699500
2007,1,52,17.5,67680,2,2720,749900
2018,1,48,25.08,37478.58,2,114,760000
2005,1,59,16.5,58500,2,1550,769944
2012,1,48,14.08,36445,2,870,799000
2014,1,51,14.67,41423,2,1100,799000
2004,1,74,18.33,114400,2,2600,799000
2018,0,46,14.08,27082,2,740,799500
2017,1,46,14.17,43900,2,1052,799900
2004,1,65,17,70000,2,1650,838918
2013,1,52,14.58,46297,2,1430,850000
2018,0,40,12,19926,2,800,859425
2007,1,38,13.5,28000,1,715,859750
2003,1,63,18.08,90672,2,3304,879000
2000,1,70,18.75,96100,2,2400,888888
2004,1,64,17.33,66100,2,2800,889000
2014,1,48,15.33,43000,2,1100,895000
2006,1,72,18.33,144000,2,3000,929000
2019,0,46,14.33,36817,2,1100,949000
2015,1,50,14.67,38985,2,1052,970000
2005,1,58,17.67,52000,2,2960,1100000
2019,0,50,19.67,50155,2,1340,1349000
2019,0,62,17.5,57542,1,170,1400000
2017,1,55,15.58,46000,3,1305,1469000
2013,1,63,17.17,71500,2,1870,1520000
2019,0,52,14.75,31085,2,870,1522047
2016,1,59,16,64000,3,1779,1699000
2010,1,60,18.17,88000,2,2000,1899900
1962,1,100,21,440000,1,400,1990000
2009,1,74,18.83,114500,2,2002,2250000
2005,1,78,21.5,170000,2,4000,2399000
2006,1,68,21.5,140000,2,3600,2400000
2019,1,66,17.25,83854,2,2000,2495000
2018,0,65,17.17,80500,2,2300,2648460
2009,1,103,23.42,178000,2,3650,3299000
2017,1,75,18.92,105160,2,3600,4250000
